url,title,price,year,brand,frame_material,wheel_size,drivetrain_brand,fork_brand,fork_model,fork_travel,fork_damper,fork_offset,shock_brand,shock_model,shock_length,shock_stroke
https://mtbdatabase.com/bikes/2024/mmr/kenta/2024-mmr-kenta-sl-50/,MMR KENTA SL 50,"$6,031.72",2024,Mmr,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/scott/voltage/2024-scott-voltage-yz-0-1/,SCOTT VOLTAGE YZ 0.1,"$1,599.00",2024,Scott,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/intense/dj/2024-intense-dj-anniversary-edition/,INTENSE DJ ANNIVERSARY EDITION,,2024,Intense,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024-propain-spindrift-al-swedish-gold/,PROPAIN SPINDRIFT AL SWEDISH GOLD,"$5,499.00",2024,,aluminium,"29"" 27.5""",,,,,,,,,,
https://mtbdatabase.com/bikes/2025-tunturi-emax-se/,TUNTURI EMAX SE,"$3,673.44",2025,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/liv/tempt/2025-liv-tempt-1/,LIV TEMPT 1,,2025,Liv,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/merida/ebig/2024-merida-ebig-nine-400-ep6/,MERIDA EBIG NINE 400 (EP6),"$4,191.28",2024,Merida,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/ghost/e-riot/2024-ghost-e-riot-cf-full-party/,GHOST E-RIOT CF FULL PARTY,"$9,871.88",2024,Ghost,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/rossignol/e-track-fat/2024-rossignol-e-track-fat/,ROSSIGNOL E-TRACK FAT,"$5,158.49",2024,Rossignol,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/commencal/supreme/2024-commencal-supreme-dh-v5-ride-rockshox/,COMMENCAL SUPREME DH V5 RIDE ROCKSHOX,"$5,900.00",2024,Commencal,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/marin/team-marin/2024-marin-team-2/,MARIN TEAM 2,"$2,499.00",2024,Marin,aluminium,"29""",,,,,,,,,,
https://mtbdatabase.com/bikes/2024/bearclaw/frank/2024-bearclaw-frank-frame/,BEARCLAW FRANK FRAME,"$2,390.00",2024,Bearclaw,,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/ibis/ripley/2025-ibis-ripley-slx/,IBIS RIPLEY SLX,,2025,Ibis,carbon,"29""",,,,,,,,,,
https://mtbdatabase.com/bikes/2024/haibike/allmtn/2024-haibike-allmtn-6/,HAIBIKE ALLMTN 6,,2024,Haibike,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/merida/big-nine/2025-merida-big-nine-tr-5000-2/,MERIDA BIG.NINE TR 5000,"$2,115.84",2025,Merida,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-helkama-xe12-11sp-29-ep6/,HELKAMA XE12 11SP 29” EP6,"$4,221.88",2025,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024-zerode-katipo-enduro-deluxe/,ZERODE KATIPO ENDURO DELUXE,,2024,,carbon,"29""",,,,,,,,,,
https://mtbdatabase.com/bikes/2024/silverback/al/2024-silverback-al-elite/,SILVERBACK AL ELITE,,2024,Silverback,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/norco/bigfoot/2024-norco-bigfoot-3-hydro/,NORCO BIGFOOT 3 HYDRO,,2024,Norco,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/superior/xp/2024-superior-xp-929/,SUPERIOR XP 929,,2024,Superior,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/haibike/nduro/2024-haibike-nduro-8-freeride/,HAIBIKE NDURO 8 FREERIDE,,2024,Haibike,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024-bixs-lane-260-sand-metallic-anthracite/,BIXS LANE 260 SAND METALLIC - ANTHRACITE,,2024,,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024-moots-womble-frame/,MOOTS WOMBLE FRAME,"$5,399.00",2024,,,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/berria/mako/2024-berria-mako-elite-xt/,BERRIA MAKO ELITE XT,"$4,057.34",2024,Berria,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-dartmoor-primal-intro-27-5/,DARTMOOR PRIMAL INTRO 27.5,,2025,,aluminium,"27.5""",,,,,,,,,,
https://mtbdatabase.com/bikes/2024/otso/arctodus/2024-otso-arctodus-ti-1x12-shimano-slx-m7100/,OTSO ARCTODUS TI 1X12 SHIMANO SLX M7100,"$4,695.00",2024,Otso,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/rocky-mountain/instinct/2025-rocky-mountain-instinct-powerplay-sl-carbon-70/,ROCKY MOUNTAIN INSTINCT POWERPLAY SL CARBON 70,"$9,699.00",2025,Rocky-mountain,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-yt-industries-dirtlove-core-1-al/,YT INDUSTRIES DIRTLOVE CORE 1 AL,$999.00,2025,,,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/giant/talon/2025-giant-talon-2/,GIANT TALON 2,,2025,Giant,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/saracen/ariel/2024-saracen-ariel-60-pro-black/,SARACEN ARIEL 60 PRO - BLACK,"$4,512.39",2024,Saracen,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/cannondale/scalpel/2024-cannondale-scalpel-carbon-3/,CANNONDALE SCALPEL CARBON 3,"$4,715.47",2024,Cannondale,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-yeti-sb120-lr-t3-x0-axs-transmission/,YETI SB120 LR T3 X0 AXS TRANSMISSION,"$8,600.00",2025,,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-helkama-fe584-12v-27-5/,HELKAMA FE584 12V 27.5″,,2025,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/santa-cruz/highball/2025-santa-cruz-highball-gx-axs-carbon-c/,SANTA CRUZ HIGHBALL GX AXS / CARBON C,"$4,899.00",2025,Santa-cruz,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/yt/decoy-sn/2024-yt-industries-decoy-sn-core-3-mx/,YT INDUSTRIES DECOY SN CORE 3 MX,"$7,499.00",2024,Yt,,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/caloi/easy-rider/2024-caloi-easy-rider/,CALOI EASY RIDER,,2024,Caloi,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024-prime-thunderflash-gx-axs/,PRIME THUNDERFLASH GX AXS,,2024,,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/kona/remote/2025-kona-remote-160-dl/,KONA REMOTE 160 DL,"$4,999.00",2025,Kona,aluminium,"29""",,,,,,,,,,
https://mtbdatabase.com/bikes/2024/ctm/dirtking/2024-ctm-dirtking-pro/,CTM DIRTKING PRO,"$1,534.53",2024,Ctm,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/corratec/e-power/2024-corratec-e-power-x-vert-elite-sport/,CORRATEC E-POWER X VERT ELITE SPORT,,2024,Corratec,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/saracen/amplitude/2024-saracen-amplitude-al-x-frameset/,SARACEN AMPLITUDE AL X FRAMESET,$321.12,2024,Saracen,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/borealis/crestone/2024-borealis-crestone-elite-carbon-bike/,BOREALIS CRESTONE ELITE CARBON BIKE,"$3,499.00",2024,Borealis,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/superior/xf/2024-superior-xf-979-tr/,SUPERIOR XF 979 TR,"$5,044.53",2024,Superior,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/mongoose/fs-1/2024-mongoose-fs-1/,MONGOOSE FS-1,$549.00,2024,Mongoose,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/scott/axis/2025-scott-axis-20/,SCOTT AXIS 20,"$5,028.24",2025,Scott,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024-chromag-juice-24/,"CHROMAG JUICE 24""""","$1,210.00",2024,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-superior-exc-7039-b/,SUPERIOR EXC 7039 B,,2025,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024-tunturi-bomber-b26/,TUNTURI BOMBER B26,$843.50,2024,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/knolly/tyaughton/2024-knolly-tyaughton-titanium-xt/,KNOLLY TYAUGHTON TITANIUM XT,"$6,299.00",2024,Knolly,,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-pivot-trailcat-sl-pro-x0-eagle-transmission-neo/,PIVOT TRAILCAT SL PRO X0 EAGLE TRANSMISSION NEO,$NAN,2025,,carbon,"29""",,,,,,,,,,
https://mtbdatabase.com/bikes/2024/yt/izzo/2024-yt-industries-izzo-core-2-29/,YT INDUSTRIES IZZO CORE 2 29,"$3,299.00",2024,Yt,,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/marin/rift-zone/2025-marin-rift-zone-xr/,MARIN RIFT ZONE XR,"$3,999.00",2025,Marin,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/cannondale/habit/2024-cannondale-habit-ltd/,CANNONDALE HABIT LTD,"$10,000.00",2024,Cannondale,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/mondraker/chrono/2024-mondraker-chrono-carbon-dc-rr/,MONDRAKER CHRONO CARBON DC RR,"$4,641.36",2024,Mondraker,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024-mongoose-impasse-27-5in/,MONGOOSE IMPASSE 27.5IN,$619.00,2024,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/merida/big-nine/2025-merida-big-nine-20/,MERIDA BIG NINE 20,$902.74,2025,Merida,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/kellys/whip/2024-kellys-whip-10/,KELLYS WHIP 10,$821.56,2024,Kellys,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/orbea/occam/2025-orbea-occam-sl-m-ltd/,ORBEA OCCAM SL M-LTD,"$10,599.00",2025,Orbea,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/conway/xyron/2024-conway-xyron-s-5-9-full-suspension/,CONWAY XYRON S 5.9 FULL SUSPENSION,"$6,580.16",2024,Conway,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/mondraker/f-podium/2025-mondraker-f-podium-rr-sl/,MONDRAKER F-PODIUM RR SL,,2025,Mondraker,carbon,"29""",,,,,,,,,,
https://mtbdatabase.com/bikes/2025-liv-faith-24/,LIV FAITH 24,"$2,500.00",2025,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/bh/lynx/2024-bh-lynx-race-lt-7-5/,BH LYNX RACE LT 7.5,,2024,Bh,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-superior-xc-889-w/,SUPERIOR XC 889 W,"$1,095.78",2025,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/norco/charger/2025-norco-charger-youth-24/,NORCO CHARGER YOUTH 24,$699.00,2025,Norco,,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/mongoose/legion/2024-mongoose-legion-l40/,MONGOOSE LEGION L40,$419.00,2024,Mongoose,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/yeti/sb120/2025-yeti-sb120-c2/,YETI SB120 C2,"$5,800.00",2025,Yeti,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/ghost/kato/2024-ghost-kato-fs/,GHOST KATO FS,"$1,644.22",2024,Ghost,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/ari/kings-peak/2024-ari-kings-peak-elite/,ARI KINGS PEAK ELITE,"$2,999.00",2024,Ari,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/saracen/amplitude/2024-saracen-amplitude-cr2/,SARACEN AMPLITUDE CR2,$901.45,2024,Saracen,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/commencal/absolut/2024-commencal-absolut-pike/,COMMENCAL ABSOLUT PIKE,,2024,Commencal,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/rocky-mountain/fusion/2025-rocky-mountain-fusion-30/,ROCKY MOUNTAIN FUSION 30,"$1,069.00",2025,Rocky-mountain,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024-whyte-e-180-works/,WHYTE E-180 WORKS,,2024,,aluminium,"29"" 27.5""",,,,,,,,,,
https://mtbdatabase.com/bikes/2025/norco/sight/2025-norco-sight-c2-150-mx/,NORCO SIGHT C2 150 MX,"$6,149.00",2025,Norco,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/rossignol/enduro/2024-rossignol-enduro-heretic-xt/,ROSSIGNOL ENDURO HERETIC XT,"$4,999.00",2024,Rossignol,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/santa-cruz/chameleon/2024-santa-cruz-chameleon-d-mx-aluminum/,SANTA CRUZ CHAMELEON D MX / ALUMINUM,"$3,351.73",2024,Santa-cruz,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/scott/sub/2025-scott-sub-40-belt-wave/,SCOTT SUB 40 BELT WAVE,"$4,254.47",2025,Scott,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/canyon/spectral/2024-canyon-spectral-6/,CANYON SPECTRAL 6,"$2,999.00",2024,Canyon,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/orbea/rise/2025-orbea-rise-lt-m10/,ORBEA RISE LT M10,"$9,799.85",2025,Orbea,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/specialized/chisel/2025-specialized-chisel-hardtail/,SPECIALIZED CHISEL HARDTAIL,"$1,800.00",2025,Specialized,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/santa-cruz/highball/2025-santa-cruz-highball-s-carbon-c/,SANTA CRUZ HIGHBALL S / CARBON C,"$3,999.00",2025,Santa-cruz,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/mongoose/title/2024-mongoose-title-tot/,MONGOOSE TITLE TOT,$99.00,2024,Mongoose,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/trek/powerfly/2024-trek-powerfly-sport-5-equipped-gen-4/,TREK POWERFLY SPORT 5 EQUIPPED GEN 4,"$5,483.28",2024,Trek,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/ari/kings-peak/2024-ari-kings-peak-comp/,ARI KINGS PEAK COMP,"$2,499.00",2024,Ari,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/cube/phenix/2025-cube-phenix-c62-slx-rookie/,CUBE PHENIX C:62 SLX ROOKIE,,2025,Cube,carbon,"29"" 27.5""",,,,,,,,,,
https://mtbdatabase.com/bikes/2025-ktm-mac-aera-fs-prime-lfc/,KTM MAC AERA FS PRIME LFC,"$7,677.03",2025,,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-merida-eone-sixty-675/,MERIDA EONE-SIXTY 675,"$7,092.93",2025,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-bergstrom-shimano-cues-10-gang/,BERGSTROM SHIMANO CUES 10 GANG,,2025,,,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/ns/movement/2024-ns-movement-3/,NS MOVEMENT 3,,2024,Ns,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-lynskey-olympus-sram-gx-eagle-transmission/,"LYNSKEY OLYMPUS, SRAM GX EAGLE TRANSMISSION","$5,900.00",2025,,,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/orbea/urrun/2025-orbea-urrun-20/,ORBEA URRUN 20,"$4,770.32",2025,Orbea,,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/orbea/onna/2024-orbea-onna-20/,ORBEA ONNA 20,"$1,133.58",2024,Orbea,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/kona/fire/2024-kona-fire-mountain/,KONA FIRE MOUNTAIN,$699.00,2024,Kona,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-specialized-turbo-levo-3-comp-alloy/,SPECIALIZED TURBO LEVO 3 COMP ALLOY,"$6,999.00",2025,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/cannondale/scalpel-ht/2024-cannondale-scalpel-ht-lab71/,CANNONDALE SCALPEL HT LAB71,"$11,606.61",2024,Cannondale,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/gt/street-performer/2024-gt-street-performer/,GT STREET PERFORMER,$975.00,2024,Gt,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/canyon/grand-canyonon/2024-canyon-grand-canyonon-7/,CANYON GRAND CANYON:ON 7,"$3,999.00",2024,Canyon,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/specialized/epic-evo/2025-specialized-epic-evo-8-comp/,SPECIALIZED EPIC EVO 8 COMP,"$5,000.00",2025,Specialized,carbon,"29""",,,,,,,,,,
https://mtbdatabase.com/bikes/2025/cube/stereo/2025-cube-stereo-one77-c68x-tm-29/,CUBE STEREO ONE77 C:68X TM 29,"$5,483.28",2025,Cube,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/rocky-mountain/instinct/2025-rocky-mountain-instinct-powerplay-sl-alloy-30/,ROCKY MOUNTAIN INSTINCT POWERPLAY SL ALLOY 30,"$5,499.00",2025,Rocky-mountain,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/megamo/flame/2025-megamo-flame-al-03/,MEGAMO FLAME AL 03,,2025,Megamo,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/specialized/chisel/2025-specialized-chisel-shimano-deore/,SPECIALIZED CHISEL – SHIMANO DEORE,"$2,851.88",2025,Specialized,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/orbea/urrun/2025-orbea-urrun-20-20mph/,ORBEA URRUN 20 20MPH,,2025,Orbea,,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/bergamont/revox/2024-bergamont-revox-8/,BERGAMONT REVOX 8,"$1,159.37",2024,Bergamont,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024-chromag-darco-ti-xo-transmission/,CHROMAG DARCO TI XO TRANSMISSION,,2024,,,,,,,,,,,,,
https://mtbdatabase.com/bikes/2026-rocky-mountain-soul-10/,ROCKY MOUNTAIN SOUL 10,,2026,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-dartmoor-blackbird-intro-27-5/,DARTMOOR BLACKBIRD INTRO 27.5,,2025,,aluminium,"27.5""",,,,,,,,,,
https://mtbdatabase.com/bikes/2025-ktm-macina-gran-610/,KTM MACINA GRAN 610,"$4,276.72",2025,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-simplon-grid-ultimate-axsrival-gx-transmission/,"SIMPLON GRID ,ULTIMATE AXS,RIVAL/GX TRANSMISSION","$5,154.22",2025,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/mondraker/prime/2024-mondraker-prime-r/,MONDRAKER PRIME R,"$5,286.17",2024,Mondraker,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024-nicolai-gt1-eboxx-fdt/,NICOLAI GT1 EBOXX FDT,,2024,,aluminium,"29"" 27.5""",,,,,,,,,,
https://mtbdatabase.com/bikes/2024/canfield/one-2/2024-canfield-one-2-dh-pro/,CANFIELD ONE.2 DH PRO,"$7,999.00",2024,Canfield,,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-simplon-razorbladeultimate-axsx0-transmission/,"SIMPLON RAZORBLADE,ULTIMATE AXS,X0 TRANSMISSION","$6,580.16",2025,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/canyon/torqueon/2024-canyon-torqueon-cf-9/,CANYON TORQUE:ON CF 9,"$8,225.47",2024,Canyon,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/haibike/alltrack/2024-haibike-alltrack-10/,HAIBIKE ALLTRACK 10,,2024,Haibike,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-kellys-theos-r30-p-29-27-5-820-wh/,"KELLYS THEOS R30 P 29/27.5"""" 820 WH","$4,934.84",2025,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/mondraker/foxy/2024-mondraker-foxy-carbon-r/,MONDRAKER FOXY CARBON R,"$7,736.45",2024,Mondraker,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-factor-lando-ht-frameset-premium/,FACTOR LANDO HT FRAMESET PREMIUM,"$3,299.00",2025,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/orbea/rise/2025-orbea-rise-sl-m10-20mph/,ORBEA RISE SL M10 20MPH,"$8,699.00",2025,Orbea,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/santa-cruz/heckler-sl/2025-santa-cruz-heckler-sl-x0-axs-rsv-carbon-cc/,SANTA CRUZ HECKLER SL X0 AXS RSV / CARBON CC,"$11,699.00",2025,Santa-cruz,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024-lynskey-live-wire-sram-gx-eage-mechanical/,"LYNSKEY LIVE WIRE, SRAM GX EAGE MECHANICAL",,2024,,,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/otso/voytek/2024-otso-voytek-frankset/,OTSO VOYTEK FRANKSET,"$1,871.00",2024,Otso,,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-ktm-macina-ride-571-street/,KTM MACINA RIDE 571 STREET,"$2,741.09",2025,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-pivot-trailcat-lt-ride-slx-xt/,PIVOT TRAILCAT LT RIDE SLX/XT,"$6,199.00",2025,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/moustache/trail/2024-moustache-trail-150-4/,MOUSTACHE TRAIL 150.4,"$5,263.91",2024,Moustache,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/radon/render/2024-radon-render-8-0-625/,RADON RENDER 8.0 625,"$5,483.28",2024,Radon,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/radon/jealous/2024-radon-jealous-8-0/,RADON JEALOUS 8.0,"$3,289.53",2024,Radon,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/ns/zircus/2024-ns-zircus-black/,NS ZIRCUS BLACK,,2024,Ns,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-revel-rascal-summit/,REVEL RASCAL SUMMIT,"$8,599.00",2025,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/saracen/amplitude/2024-saracen-amplitude-cr2-grey-putty/,SARACEN AMPLITUDE CR2 - GREY PUTTY,$901.45,2024,Saracen,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/vitus/dominer/2024-vitus-dominer-297/,VITUS DOMINER 297,"$4,512.39",2024,Vitus,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/santa-cruz/heckler-sl/2025-santa-cruz-heckler-sl-gx-axs-carbon-c/,SANTA CRUZ HECKLER SL GX AXS / CARBON C,"$9,699.00",2025,Santa-cruz,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/bmc/twostroke/2024-bmc-twostroke-01-one/,BMC TWOSTROKE 01 ONE,,2024,Bmc,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-himiway-d7/,HIMIWAY D7,,2025,,,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/propain/tyee/2024-propain-tyee-6-cf-27-5-gold-rush/,PROPAIN TYEE 6 CF 27.5 GOLD RUSH,"$9,042.65",2024,Propain,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-superior-xc-819/,SUPERIOR XC 819,,2025,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/pinarello/dogma/2024-pinarello-dogma-xc-hardtail/,PINARELLO DOGMA XC HARDTAIL,,2024,Pinarello,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/cannondale/habit-ht/2024-cannondale-habit-ht-1/,CANNONDALE HABIT HT 1,,2024,Cannondale,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-dartmoor-thunderbird-cf-pro/,DARTMOOR THUNDERBIRD CF PRO,,2025,,carbon,"29""",,,,,,,,,,
https://mtbdatabase.com/bikes/2024-bixs-access-e30-dark-brown/,BIXS ACCESS-E30 DARK BROWN,,2024,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/merida/eone-forty/2024-merida-eone-forty-400-ep6/,MERIDA EONE-FORTY 400 (EP6),"$5,351.94",2024,Merida,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2026-yeti-sb140-t2-x0-90-transmission/,YETI SB140 T2 X0/90 TRANSMISSION,"$6,600.00",2026,,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-trek-marlin-6/,TREK MARLIN+ 6,"$2,699.00",2025,,,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/scott/sub/2025-scott-sub-20-belt-wave/,SCOTT SUB 20 BELT WAVE,"$5,286.17",2025,Scott,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-kellys-vanity-x50-27-5/,"KELLYS VANITY X50 27.5""""",$766.72,2025,,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/haibike/alltrail/2024-haibike-alltrail-5/,HAIBIKE ALLTRAIL 5,"$5,044.53",2024,Haibike,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025-merida-ninety-six-9000/,MERIDA NINETY-SIX 9000,,2025,,carbon,"29""",,,,,,,,,,
https://mtbdatabase.com/bikes/2024-chromag-surface-voyager-gx/,CHROMAG SURFACE VOYAGER GX,,2024,,,,,,,,,,,,,
https://mtbdatabase.com/bikes/2025/ktm/macina-kapoho/2025-ktm-macina-kapoho-master/,KTM MACINA KAPOHO MASTER,"$8,006.10",2025,Ktm,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/canyon/neuron/2024-canyon-neuron-6/,CANYON NEURON 6,"$2,799.00",2024,Canyon,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/vitus/sommet/2024-vitus-sommet-297-cr/,VITUS SOMMET 297 CR,"$3,867.58",2024,Vitus,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/merida/ebig/2024-merida-ebig-nine-300-se-ep6/,MERIDA EBIG NINE 300 SE (EP6),"$3,546.46",2024,Merida,aluminium,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/giant/stp/2024-giant-stp-26/,GIANT STP 26,,2024,Giant,aluminium,"26""",,,,,,,,,,
https://mtbdatabase.com/bikes/2024/canyon/torque/2024-canyon-torque-cf-cllctv-fw/,CANYON TORQUE CF CLLCTV FW,"$6,031.72",2024,Canyon,carbon,,,,,,,,,,,
https://mtbdatabase.com/bikes/2024/radio/xenon/2024-radio-xenon-pro-xl/,RADIO XENON PRO XL,,2024,Radio,aluminium,,,,,,,,,,,
